,tweet_id,timestamp,text,tweet_link,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,favorites,retweets,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,month_year
0,891815181378084864,2017-07-31 00:18:03,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 ,https://twitter.com/dog_rates/status/891815181378084864,12,10,Archie,None,None,None,None,25461,4328,Chihuahua,0.716012,True,malamute,0.078253,True,2017-07
1,891689557279858688,2017-07-30 15:58:51,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us ,https://twitter.com/dog_rates/status/891689557279858688,13,10,Darla,None,None,None,None,42908,8964,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,2017-07
2,891327558926688256,2017-07-29 16:00:24,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek ",https://twitter.com/dog_rates/status/891327558926688256,12,10,Franklin,None,None,None,None,41048,9774,basset,0.555712,True,English_springer,0.22577,True,2017-07
3,891087950875897856,2017-07-29 00:08:17,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek ,https://twitter.com/dog_rates/status/891087950875897856,13,10,None,None,None,None,None,20562,3261,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,2017-07
4,890729181411237888,2017-07-28 00:22:40,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 ,https://twitter.com/dog_rates/status/890729181411237888,13,10,None,None,None,None,None,56848,16716,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,2017-07
5,890609185150312448,2017-07-27 16:25:51,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek ,https://twitter.com/dog_rates/status/890609185150312448,13,10,Zoey,None,None,None,None,28226,4429,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,2017-07
6,890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,https://twitter.com/dog_rates/status/890006608113172480,13,10,Koda,None,None,None,None,31166,7624,Samoyed,0.957979,True,Pomeranian,0.0138835,True,2017-07
7,889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://twitter.com/dog_rates/status/889638837579907072,12,10,Ted,None,None,None,None,27672,4735,French_bulldog,0.99165,True,boxer,0.00212864,True,2017-07
8,889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://twitter.com/dog_rates/status/889278841981685760,13,10,Oliver,None,None,None,None,25652,5637,whippet,0.626152,True,borzoi,0.194742,True,2017-07
9,888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://twitter.com/dog_rates/status/888917238123831296,12,10,Jim,None,None,None,None,29611,4709,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,2017-07
10,888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://twitter.com/dog_rates/status/888554962724278272,13,10,Ralphus,None,None,None,None,20290,3732,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,2017-07
11,888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://twitter.com/dog_rates/status/888078434458587136,12,10,Gerald,None,None,None,None,22201,3653,French_bulldog,0.995026,True,pug,0.000931908,True,2017-07
12,887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560,13,10,Jeffrey,None,None,None,None,30779,5609,basset,0.821664,True,redbone,0.0875815,True,2017-07
13,887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824,14,10,None,None,None,None,None,46959,12082,limousine,0.130432,False,tow_truck,0.0291754,False,2017-07
14,887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832,13,10,None,None,None,None,None,34222,10737,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,2017-07
15,887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760,12,10,None,None,None,None,None,31061,6167,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,2017-07
16,886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://twitter.com/dog_rates/status/886983233522544640,13,10,Maya,None,None,None,None,35859,8084,Chihuahua,0.793469,True,toy_terrier,0.143528,True,2017-07
17,886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",https://twitter.com/dog_rates/status/886736880519319552,13,10,Mingus,None,None,None,None,12306,3443,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,2017-07
18,886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568,13,10,Derek,None,None,None,None,22798,4610,convertible,0.738995,False,sports_car,0.139952,False,2017-07
19,886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://twitter.com/dog_rates/status/886366144734445568,12,10,Roscoe,None,None,pupper,None,21524,3316,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,2017-07
20,885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520,12,10,Jimbo,None,None,None,None,33382,7097,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,2017-07
21,885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208,13,10,Maisey,None,None,None,None,36689,6683,pug,0.369275,True,Labrador_retriever,0.265835,True,2017-07
22,885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://twitter.com/dog_rates/status/885167619883638784,13,10,None,None,None,None,None,22367,4556,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,2017-07
23,884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576,13,10,Kevin,None,None,None,None,24765,5100,pug,0.5464060000000001,True,French_bulldog,0.404291,True,2017-07
24,884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440,14,10,None,None,None,None,None,27478,5856,Pembroke,0.993225,True,Cardigan,0.00321648,True,2017-07
25,883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://twitter.com/dog_rates/status/883482846933004288,5,10,Bella,None,None,None,None,46860,10407,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,2017-07
26,883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://twitter.com/dog_rates/status/883117836046086144,13,10,None,None,None,None,None,37914,6949,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,2017-07
27,882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://twitter.com/dog_rates/status/882992080364220416,13,10,Rusty,None,None,None,None,24445,4122,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,2017-07
28,882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784,12,10,Gus,None,None,pupper,None,28903,5134,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,2017-07
29,882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560,13,10,Stanley,None,None,None,None,28382,6342,Pembroke,0.542982,True,Chihuahua,0.251988,True,2017-07
30,882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://twitter.com/dog_rates/status/882268110199369728,13,10,Alfy,None,None,None,None,45880,12118,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,2017-07
31,881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552,13,10,Gary,None,None,None,None,51522,11099,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,2017-07
32,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://twitter.com/dog_rates/status/880872448815771648,12,10,None,None,None,None,None,21734,3989,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,2017-06
33,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://twitter.com/dog_rates/status/880465832366813184,12,10,Bella,None,None,None,None,29075,6546,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,2017-06
34,880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://twitter.com/dog_rates/status/880221127280381952,12,10,Jesse,None,None,None,None,27640,4436,Chihuahua,0.238525,True,meerkat,0.104256,False,2017-06
35,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://twitter.com/dog_rates/status/879862464715927552,13,10,Romeo,None,None,None,None,22667,3642,basset,0.813507,True,beagle,0.146654,True,2017-06
36,879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://twitter.com/dog_rates/status/879492040517615616,12,10,Bailey,None,None,None,None,23822,3323,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,2017-06
37,879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://twitter.com/dog_rates/status/879376492567855104,12,10,Jack,None,None,None,None,17099,3261,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,2017-06
38,879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://twitter.com/dog_rates/status/879050749262655488,11,10,Steven,None,None,None,None,23022,4941,tabby,0.311861,False,window_screen,0.169123,False,2017-06
39,878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",https://twitter.com/dog_rates/status/878281511006478336,13,10,Shadow,None,None,None,None,7913,1349,basset,0.32042,True,collie,0.215975,True,2017-06
40,878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://twitter.com/dog_rates/status/878057613040115712,14,10,Emmy,None,None,None,None,42876,7181,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,2017-06
41,877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://twitter.com/dog_rates/status/877736472329191424,13,10,Aja,None,None,None,None,71144,17300,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,2017-06
42,877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://twitter.com/dog_rates/status/877556246731214848,12,10,Penny,None,None,None,None,23258,3994,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,2017-06
43,877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://twitter.com/dog_rates/status/877201837425926144,12,10,Nelly,None,None,None,None,27755,5880,Pembroke,0.93112,True,Cardigan,0.0686982,True,2017-06
44,876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,https://twitter.com/dog_rates/status/876838120628539392,12,10,Ginger,None,None,pupper,None,21125,3506,bloodhound,0.575751,True,redbone,0.24097,True,2017-06
45,876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640,13,10,Benedict,None,None,None,None,19163,2511,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,2017-06
46,876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://twitter.com/dog_rates/status/876120275196170240,13,10,Venti,None,None,None,None,28490,4903,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,2017-06
47,875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072,13,10,Goose,None,None,None,None,25773,4497,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,2017-06
48,875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://twitter.com/dog_rates/status/875144289856114688,13,10,Nugget,None,None,None,None,22185,5081,Siberian_husky,0.245048,True,Pembroke,0.223716,True,2017-06
49,875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://twitter.com/dog_rates/status/875021211251597312,12,10,None,None,None,None,None,26022,4922,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,2017-06
